dt	f	t	l	d
2014091909	002	013	0	0
2014091909	010	009	0	0
2014091909	010	010	0	0
2014091823	019	019	0	0
2014091821	020	020	0	0
2014091821	020	020	1	0
2014091820	011	011	2	0
2014091820	011	011	2	0
2014091820	013	011	0	0
2014091819	004	026	2	0
2014091819	004	026	2	0
2014091819	010	028	0	0
2014091819	015	015	2	0
2014091819	010	009	1	0
2014091819	010	009	1	0
2014091818	004	013	0	0
2014091818	016	019	2	0
2014091818	016	016	0	0
2014091818	005	016	1	0
2014091818	009	013	0	0
2014091817	029	025	0	0
2014091817	008	011	0	0
2014091816	019	019	1	0
2014091815	004	023	1	0
2014091815	027	019	1	0
2014091815	027	027	0	0
2014091815	019	019	2	0
2014091815	019	019	2	0
2014091811	001	023	0	0
2014091808	006	001	1	0
2014091805	024	010	0	0
2014091723	010	010	3	0
2014091722	002	002	4	0
2014091721	019	002	18	0
2014091720	005	002	1	0
2014091720	005	002	1	0
2014091720	026	003	1	0
2014091720	026	003	1	0
2014091720	026	026	0	0
2014091720	001	001	2	0
2014091720	026	026	0	0
2014091720	026	026	0	0
2014091720	026	026	0	0
2014091720	009	005	1	0
2014091719	009	005	0	0
2014091719	006	025	4	0
2014091719	009	005	0	0
2014091719	009	025	4	0
2014091719	009	025	4	0
2014091718	024	009	1	0
2014091718	024	024	0	0
2014091718	028	023	0	0
2014091718	013	008	0	0
2014091718	006	025	1	0
2014091717	024	024	1	0
2014091717	004	006	0	0
2014091717	016	028	0	0
2014091716	006	024	0	0
2014091716	019	019	1	0
2014091716	019	019	1	0
2014091716	006	006	0	0
2014091716	006	006	0	0
2014091716	006	009	20	0
2014091716	006	006	0	0
2014091715	009	009	0	0
2014091715	009	009	0	0
2014091715	009	006	1	0
2014091715	009	009	0	0
2014091715	009	009	0	0
2014091715	013	013	0	0
2014091714	015	009	2	0
2014091714	029	029	1	0
2014091714	013	009	1	0
2014091714	012	009	0	0
2014091712	021	004	1	0
2014091712	010	011	3	0
2014091711	003	022	0	0
2014091711	028	003	0	0
2014091711	015	004	7	0
2014091710	007	028	1	0
2014091710	006	015	0	0
2014091710	012	006	0	0
2014091710	009	007	0	0
2014091710	009	009	0	0
2014091622	001	028	1	0
2014091622	001	028	1	0
2014091621	007	001	2	0
2014091621	007	001	2	0
2014091620	012	001	1	0
2014091620	009	019	1	0
2014091620	019	019	1	0
2014091620	012	012	1	0
2014091620	019	019	1	0
2014091619	019	019	1	0
2014091619	019	019	1	0
2014091619	024	020	3	0
2014091619	024	020	3	0
2014091619	016	024	0	0
2014091619	019	019	1	0
2014091619	024	024	0	0
2014091618	007	007	2	0
2014091617	009	009	1	0
2014091617	023	008	2	0
2014091617	023	023	0	0
2014091616	009	009	1	0
2014091615	001	029	1	0
2014091614	009	001	0	0
2014091614	022	022	3	0
2014091613	016	024	2	0
2014091612	016	016	0	0
2014091612	012	009	0	0
2014091611	029	006	1	0
2014091611	015	028	0	0
2014091610	015	015	0	0
2014091610	029	029	0	0
2014091607	009	014	0	0
2014091602	013	028	0	0
2014091602	013	028	1	0
2014091602	004	006	1	0
2014091602	004	006	1	0
2014091601	003	003	1	0
2014091601	003	003	1	0
2014091600	009	009	3	0
2014091600	009	009	3	0
2014091600	013	012	1	0
2014091522	007	013	0	0
2014091522	012	012	1	0
2014091521	011	011	2	0
2014091521	011	011	0	0
2014091521	011	011	0	0
2014091521	011	011	2	0
2014091521	009	013	0	0
2014091521	019	019	2	0
2014091521	008	008	1	0
2014091521	008	008	0	0
2014091521	008	008	2	0
2014091520	015	028	0	0
2014091520	015	015	0	0
2014091520	013	014	0	0
2014091520	015	015	0	0
2014091520	029	029	2	0
2014091520	029	029	2	0
2014091520	008	022	2	0
2014091519	001	024	1	0
2014091519	001	024	1	0
2014091519	025	029	0	0
2014091519	006	014	0	0
2014091519	006	019	1	0
2014091519	014	014	1	0
2014091518	020	020	0	0
2014091518	020	006	1	0
2014091518	011	011	22	0
2014091518	014	007	2	0
2014091518	009	009	2	0
2014091518	019	019	0	0
2014091516	023	023	2	0
2014091516	023	023	0	0
2014091516	019	019	1	0
2014091516	001	017	1	0
2014091516	001	017	1	0
2014091516	001	001	0	0
2014091516	001	017	1	0
2014091513	009	009	4	0
2014091513	026	027	0	0
2014091513	026	026	0	0
2014091513	009	009	4	0
2014091513	016	027	0	0
2014091513	016	027	0	0
2014091512	024	026	0	0
2014091512	024	028	1	0
2014091512	024	028	1	0
2014091423	006	006	1	0
2014091423	006	006	1	0
2014091422	008	022	3	0
2014091422	023	023	1	0
2014091421	023	023	1	0
2014091421	006	013	0	0
2014091421	006	013	0	0
2014091421	023	023	1	0
2014091421	011	011	1	0
2014091421	025	029	1	0
2014091420	002	012	0	0
2014091420	002	012	0	0
2014091420	019	027	0	0
2014091420	019	027	0	0
2014091420	025	023	0	0
2014091420	025	023	0	0
2014091420	029	025	1	0
2014091420	005	005	2	0
2014091419	004	028	0	0
2014091419	029	029	0	0
2014091419	019	019	2	0
2014091419	019	019	2	0
2014091419	019	019	2	0
2014091419	009	006	0	0
2014091419	009	006	0	0
2014091419	009	009	0	0
2014091419	029	025	0	0
2014091419	019	019	1	0
2014091419	029	025	0	0
2014091419	012	002	0	0
2014091419	012	002	0	0
2014091419	023	006	1	0
2014091419	023	006	1	0
2014091419	001	001	1	0
2014091419	001	001	0	0
2014091418	023	029	1	0
2014091418	001	001	1	0
2014091418	012	012	0	0
2014091418	023	029	1	0
2014091418	001	001	1	0
2014091418	012	012	0	0
2014091418	019	019	1	0
2014091418	019	019	1	0
2014091418	019	019	2	0
2014091418	019	019	2	0
2014091418	019	019	2	0
2014091418	019	019	2	0
2014091418	010	001	1	0
2014091418	019	019	1	0
2014091418	026	026	2	0
2014091418	019	027	2	0
2014091418	026	026	2	0
2014091418	025	009	2	0
2014091418	025	009	2	0
2014091418	027	019	0	0
2014091418	027	019	0	0
2014091418	001	001	3	0
2014091417	001	001	3	0
2014091417	029	029	2	0
2014091417	029	029	2	0
2014091417	010	015	1	0
2014091417	010	015	2	0
2014091417	014	028	2	0
2014091417	013	008	0	0
2014091417	013	008	0	0
2014091417	002	002	4	0
2014091417	002	002	4	0
2014091417	019	019	1	0
2014091416	019	019	2	0
2014091416	006	002	0	0
2014091416	006	028	2	0
2014091416	024	014	1	0
2014091416	024	014	1	0
2014091416	014	014	2	0
2014091416	014	014	2	0
2014091416	029	029	1	0
2014091416	014	014	0	0
2014091416	024	001	2	0
2014091416	024	001	2	0
2014091416	015	015	0	0
2014091416	027	009	0	0
2014091416	027	027	0	0
2014091416	006	023	1	0
2014091416	006	023	1	0
2014091416	029	029	2	0
2014091416	009	011	1	0
2014091416	019	019	1	0
2014091416	019	019	1	0
2014091416	028	015	0	0
2014091415	001	014	1	0
2014091415	020	004	0	0
2014091415	020	004	0	0
2014091415	001	014	1	0
2014091415	001	014	1	0
2014091415	029	025	0	0
2014091415	028	028	0	0
2014091415	001	014	1	0
2014091415	019	019	1	0
2014091415	028	028	4	0
2014091415	001	020	0	0
2014091415	001	020	0	0
2014091415	014	014	0	0
2014091415	015	028	0	0
2014091415	024	024	0	0
2014091415	013	009	0	0
2014091415	028	028	4	0
2014091415	024	024	0	0
2014091415	013	009	0	0
2014091415	013	013	0	0
2014091415	019	019	3	0
2014091415	024	024	0	0
2014091414	006	006	6	0
2014091414	019	019	1	0
2014091414	015	015	0	0
2014091414	004	020	1	0
2014091414	006	001	1	0
2014091414	006	001	3	0
2014091414	004	020	1	0
2014091414	006	006	6	0
2014091414	004	023	2	0
2014091414	004	023	2	0
2014091414	009	019	1	0
2014091414	028	015	0	0
2014091414	014	024	2	0
2014091414	014	024	2	0
2014091414	008	013	0	0
2014091414	008	013	0	0
2014091414	007	007	0	0
2014091414	007	007	0	0
2014091414	007	007	0	0
2014091414	014	016	1	0
2014091414	014	016	1	0
2014091414	014	011	1	0
2014091414	014	011	1	0
2014091414	015	028	0	0
2014091414	011	008	0	0
2014091414	020	001	0	0
2014091414	011	008	0	0
2014091414	020	001	0	0
2014091414	011	011	0	0
2014091413	011	011	0	0
2014091413	020	004	5	0
2014091413	015	015	0	0
2014091413	009	009	0	0
2014091413	013	004	0	0
2014091413	009	016	2	0
2014091413	029	029	1	0
2014091413	009	016	2	0
2014091413	013	013	0	0
2014091413	015	015	0	0
2014091413	015	015	0	0
2014091413	007	007	0	0
2014091413	009	009	2	0
2014091413	008	011	0	0
2014091413	008	011	0	0
2014091413	011	024	1	0
2014091413	025	025	2	0
2014091413	004	020	0	0
2014091413	004	020	0	0
2014091412	008	008	0	0
2014091412	008	008	0	0
2014091412	004	001	1	0
2014091412	004	001	1	0
2014091412	007	007	4	0
2014091412	012	004	0	0
2014091412	012	004	0	0
2014091412	015	024	1	0
2014091412	015	024	1	0
2014091412	015	015	0	0
2014091412	005	008	0	0
2014091412	005	008	0	0
2014091412	007	007	5	0
2014091412	005	005	0	0
2014091412	007	007	5	0
2014091412	005	005	0	0
2014091411	011	013	1	0
2014091411	011	011	0	0
2014091411	011	013	1	0
2014091411	015	011	1	0
2014091411	003	011	0	0
2014091410	005	005	2	0
2014091410	005	005	2	0
2014091410	005	005	0	0
2014091409	013	002	0	0
2014091403	010	008	0	0
2014091403	010	008	0	0
2014091402	020	010	0	0
2014091402	020	010	0	0
2014091402	009	020	0	0
2014091402	009	020	0	0
2014091401	010	009	0	0
2014091401	010	009	0	0
2014091401	007	007	0	0
2014091401	001	013	2	0
2014091401	001	001	0	0
2014091401	001	013	2	0
2014091401	001	001	0	0
2014091401	008	010	0	0
2014091401	008	010	0	0
2014091400	028	008	1	0
2014091400	028	008	1	0
2014091400	009	014	0	0
2014091323	004	009	0	0
2014091323	004	009	0	0
2014091323	004	009	0	0
2014091323	004	009	0	0
2014091322	024	006	1	0
2014091322	024	006	1	0
2014091321	003	011	18	0
2014091321	003	003	0	0
2014091321	010	010	2	0
2014091321	010	010	2	0
2014091321	028	020	2	0
2014091321	028	020	2	0
2014091321	028	028	0	0
2014091321	028	028	0	0
2014091321	028	028	0	0
2014091321	028	028	0	0
2014091321	028	028	0	0
2014091321	013	010	2	0
2014091321	013	010	2	0
2014091321	028	028	0	0
2014091321	013	013	0	0
2014091320	026	024	0	0
2014091320	029	029	0	0
2014091320	029	029	0	0
2014091320	023	012	1	0
2014091320	023	012	2	0
2014091320	027	023	0	0
2014091320	027	023	0	0
2014091319	005	005	1	0
2014091319	014	006	1	0
2014091319	005	005	0	0
2014091319	014	006	2	0
2014091319	001	006	2	0
2014091319	001	001	0	0
2014091319	001	006	2	0
2014091319	001	006	2	0
2014091319	020	006	0	0
2014091319	020	006	0	0
2014091319	024	024	1	0
2014091319	024	024	1	0
2014091319	024	024	0	0
2014091319	024	024	0	0
2014091319	023	025	1	0
2014091319	023	023	0	0
2014091319	029	029	1	0
2014091318	004	019	1	0
2014091318	016	024	0	0
2014091318	016	024	0	0
2014091318	004	019	1	0
2014091318	004	004	0	0
2014091318	002	005	6	0
2014091318	019	019	0	0
2014091318	001	006	2	0
2014091317	019	019	1	0
2014091317	001	006	2	0
2014091317	001	001	0	0
2014091317	016	027	2	0
2014091317	019	010	6	0
2014091317	019	010	6	0
2014091317	023	028	2	0
2014091317	019	019	1	0
2014091317	019	019	1	0
2014091317	013	013	0	0
2014091317	013	013	0	0
2014091317	013	013	0	0
2014091317	029	020	2	0
2014091317	029	020	2	0
2014091317	015	015	2	0
2014091317	028	028	3	0
2014091316	015	015	2	0
2014091316	025	029	0	0
2014091316	014	014	1	0
2014091316	025	029	1	0
2014091316	014	014	0	0
2014091316	008	028	1	0
2014091316	008	028	1	0
2014091316	002	008	1	0
2014091316	019	019	2	0
2014091316	019	019	0	0
2014091316	019	019	2	0
2014091316	019	019	2	0
2014091316	019	019	0	0
2014091316	019	019	2	0
2014091316	019	019	0	0
2014091315	019	019	1	0
2014091315	019	019	0	0
2014091315	005	002	2	0
2014091315	005	002	2	0
2014091315	024	001	1	0
2014091315	024	001	1	0
2014091315	023	023	1	0
2014091315	028	004	1	0
2014091315	028	004	1	0
2014091315	028	028	0	0
2014091315	003	003	2	0
2014091315	027	016	1	0
2014091315	011	010	1	0
2014091314	011	011	0	0
2014091314	023	025	1	0
2014091314	023	025	1	0
2014091314	005	013	0	0
2014091314	005	013	0	0
2014091314	019	019	1	0
2014091314	008	002	0	0
2014091314	028	028	2	0
2014091314	028	028	3	0
2014091314	016	014	1	0
2014091314	013	008	0	0
2014091314	013	023	1	0
2014091314	006	023	1	0
2014091314	006	023	1	0
2014091313	004	005	1	0
2014091313	004	005	1	0
2014091313	019	019	1	0
2014091313	004	024	1	0
2014091313	013	013	2	0
2014091313	010	019	2	0
2014091313	010	019	2	0
2014091313	022	023	2	0
2014091313	022	023	2	0
2014091313	016	023	5	0
2014091313	010	010	0	0
2014091313	016	016	0	0
2014091313	016	016	0	0
2014091313	001	004	0	0
2014091313	001	004	0	0
2014091313	001	001	0	0
2014091313	002	013	0	0
2014091312	009	001	0	0
2014091312	009	001	0	0
2014091312	016	019	1	0
2014091312	016	016	0	0
2014091312	028	024	2	0
2014091312	028	024	2	0
2014091312	019	019	1	0
2014091312	019	019	1	0
2014091312	013	009	1	0
2014091311	013	009	1	0
2014091309	006	002	4	0
2014091309	006	006	0	0
2014091308	009	013	4	0
2014091307	009	009	0	0
2014091307	009	009	0	0
2014091307	009	009	0	0
2014091307	009	013	5	0
2014091307	006	027	0	0
2014091302	019	019	1	0
2014091302	019	019	1	0
2014091302	019	019	1	0
2014091301	003	003	1	0
2014091301	014	014	3	0
2014091301	014	014	3	0
2014091301	008	008	2	0
2014091301	008	008	2	0
2014091301	004	004	2	0
2014091301	004	004	2	0
2014091300	016	016	1	0
2014091300	016	016	1	0
2014091223	013	013	0	0
2014091223	029	029	1	0
2014091223	013	006	1	0
2014091223	015	016	1	0
2014091223	013	013	0	0
2014091222	016	016	2	0
2014091222	016	016	2	0
2014091222	022	022	0	0
2014091222	027	016	0	0
2014091222	016	015	1	0
2014091222	004	029	1	0
2014091221	011	011	2	0
2014091221	011	011	2	0
2014091220	024	024	3	0
2014091220	009	019	1	0
2014091220	009	019	1	0
2014091220	009	009	0	0
2014091220	028	015	1	0
2014091220	009	009	0	0
2014091220	009	009	0	0
2014091219	009	009	0	0
2014091219	024	016	2	0
2014091219	009	009	0	0
2014091219	024	016	2	0
2014091219	009	009	0	0
2014091219	009	009	0	0
2014091219	009	009	5	0
2014091219	015	028	0	0
2014091219	016	016	0	0
2014091218	024	024	2	0
2014091218	007	009	7	0
2014091218	027	009	1	0
2014091218	027	027	0	0
2014091217	011	011	1	0
2014091217	007	013	0	0
2014091217	006	020	1	0
2014091217	001	007	0	0
2014091217	007	024	0	0
2014091217	027	007	0	0
2014091217	001	007	1	0
2014091217	027	027	0	0
2014091216	024	024	1	0
2014091216	006	024	1	0
2014091216	006	007	0	0
2014091216	007	014	1	0
2014091216	025	006	1	0
2014091216	014	014	1	0
2014091216	009	019	3	0
2014091216	014	007	0	0
2014091216	001	001	1	0
2014091216	009	009	0	0
2014091216	017	017	0	0
2014091215	001	023	1	0
2014091215	027	019	0	0
2014091215	013	020	2	0
2014091215	013	013	0	0
2014091215	013	020	2	0
2014091213	010	028	0	0
2014091213	010	028	0	0
2014091213	027	027	0	0
2014091213	012	026	1	0
2014091212	019	019	2	0
2014091212	019	019	2	0
2014091212	028	004	1	0
2014091201	007	007	0	0
2014091200	006	006	0	0
2014091200	027	007	0	0
2014091123	006	006	1	0
2014091123	006	006	1	0
2014091123	027	027	2	0
2014091123	010	010	3	0
2014091123	010	024	6	0
2014091123	010	010	3	0
2014091121	005	005	3	0
2014091121	023	029	1	0
2014091121	023	029	1	0
2014091121	025	029	1	0
2014091121	025	029	1	0
2014091121	025	025	0	0
2014091121	025	025	0	0
2014091121	007	024	0	0
2014091121	007	024	0	0
2014091120	003	009	1	0
2014091120	007	007	0	0
2014091120	007	007	0	0
2014091120	003	009	1	0
2014091120	009	007	0	0
2014091120	009	007	0	0
2014091120	026	023	1	0
2014091120	026	023	1	0
2014091120	009	009	0	0
2014091120	009	009	0	0
2014091120	007	014	1	0
2014091120	007	014	1	0
2014091119	005	005	0	0
2014091119	024	025	1	0
2014091119	022	022	0	0
2014091119	016	024	0	0
2014091119	009	028	2	0
2014091119	006	026	0	0
2014091119	009	002	1	0
2014091119	009	028	2	0
2014091119	009	009	0	0
2014091118	008	013	0	0
2014091118	001	020	0	0
2014091118	001	020	1	0
2014091118	011	008	0	0
2014091117	003	013	1	0
2014091117	022	022	1	0
2014091117	014	022	0	0
2014091116	027	019	1	0
2014091116	027	019	1	0
2014091116	027	027	0	0
2014091116	006	003	0	0
2014091116	025	001	2	0
2014091116	025	001	2	0
2014091116	014	014	0	0
2014091116	025	029	2	0
2014091116	025	001	2	0
2014091116	025	001	2	0
2014091116	025	025	0	0
2014091116	029	001	2	0
2014091116	029	029	0	0
2014091116	029	025	1	0
2014091116	016	016	2	0
2014091116	007	014	0	0
2014091116	029	001	3	0
2014091116	029	029	0	0
2014091115	024	007	0	0
2014091115	023	020	1	0
2014091115	002	004	2	0
2014091115	010	010	5	0
2014091115	002	002	0	0
2014091115	010	025	1	0
2014091115	010	010	0	0
2014091115	015	028	2	0
2014091114	015	028	2	0
2014091114	012	012	0	0
2014091114	012	012	0	0
2014091114	019	027	1	0
2014091114	019	027	1	0
2014091114	019	019	0	0
2014091113	026	001	0	0
2014091113	005	009	0	0
2014091113	005	009	0	0
2014091113	007	010	1	0
2014091112	009	009	4	0
2014091112	009	009	4	0
2014091112	023	007	1	0
2014091112	006	006	0	0
2014091111	023	023	1	0
2014091111	023	023	0	0
2014091111	004	004	0	0
2014091111	007	003	1	0
2014091111	025	023	1	0
2014091110	025	025	0	0
2014091110	012	023	1	0
2014091102	001	005	0	0
2014091102	001	005	0	0
2014091101	010	010	2	0
2014091101	010	010	2	0
2014091100	026	012	1	0
2014091100	004	004	2	0
2014091100	026	005	1	0
2014091100	004	004	2	0
2014091100	026	026	0	0
2014091100	004	004	0	0
2014091100	004	004	0	0
2014091100	004	004	0	0
2014091100	009	010	2	0
2014091100	009	010	2	0
2014091100	026	026	0	0
2014091023	026	026	1	0
2014091023	005	009	0	0
2014091023	005	009	0	0
2014091022	016	014	1	0
2014091022	016	014	1	0
2014091022	007	007	0	0
2014091022	007	007	0	0
2014091022	007	007	0	0
2014091022	019	019	0	0
2014091021	019	019	0	0
2014091021	016	011	1	0
2014091021	005	012	0	0
2014091021	027	019	0	0
2014091021	027	019	0	0
2014091021	027	016	0	0
2014091021	002	005	0	0
2014091021	002	005	0	0
2014091021	013	007	2	0
2014091021	013	014	2	0
2014091021	013	007	2	0
2014091021	013	007	2	0
2014091021	013	013	0	0
2014091021	013	013	0	0
2014091021	027	016	0	0
2014091021	027	027	0	0
2014091021	027	016	0	0
2014091021	005	002	0	0
2014091020	024	027	0	0
2014091020	024	027	0	0
2014091020	001	024	1	0
2014091020	001	024	1	0
2014091019	029	029	0	0
2014091019	009	001	0	0
2014091019	009	001	0	0
2014091019	016	027	1	0
2014091019	016	027	1	0
2014091019	006	001	1	0
2014091019	024	016	1	0
2014091019	024	016	1	0
2014091019	016	016	0	0
2014091019	022	009	0	0
2014091019	022	022	0	0
2014091019	022	009	1	0
2014091019	029	029	1	0
2014091019	029	029	0	0
2014091019	010	010	0	0
2014091019	019	019	2	0
2014091019	019	019	2	0
2014091018	016	006	0	0
2014091018	015	007	2	0
2014091018	015	007	2	0
2014091018	016	016	1	0
2014091018	016	016	1	0
2014091018	005	013	0	0
2014091018	006	006	1	0
2014091018	006	006	1	0
2014091018	002	005	0	0
2014091018	014	014	0	0
2014091018	002	002	0	0
2014091018	005	005	0	0
2014091017	007	007	1	0
2014091017	005	004	0	0
2014091017	012	002	0	0
2014091017	015	004	1	0
2014091017	012	012	0	0
2014091017	012	012	0	0
2014091016	006	023	0	0
2014091016	004	012	0	0
2014091016	028	014	0	0
2014091016	028	014	0	0
2014091015	019	024	3	0
2014091015	019	024	3	0
2014091015	019	024	3	0
2014091015	019	024	3	0
2014091015	012	004	0	0
2014091015	019	019	0	0
2014091015	019	019	0	0
2014091014	001	009	1	0
2014091014	001	009	1	0
2014091014	024	026	1	0
2014091014	026	009	5	0
2014091014	026	009	5	0
2014091014	016	027	0	0
2014091014	019	019	1	0
2014091014	019	019	1	0
2014091014	026	009	5	0
2014091013	019	019	0	0
2014091013	019	019	0	0
2014091013	019	019	1	0
2014091013	019	019	1	0
2014091013	019	019	1	0
2014091011	023	009	0	0
2014091008	004	005	0	0
2014091004	015	012	3	0
2014091004	015	015	0	0
2014091001	012	012	0	0
2014091001	012	012	0	0
2014091001	004	012	0	0
2014091000	013	013	1	0
2014090923	024	024	0	0
2014090923	009	009	2	0
2014090923	010	010	2	0
2014090923	010	010	2	0
2014090923	009	009	2	0
2014090923	025	025	2	0
2014090922	019	027	0	0
2014090921	016	024	1	0
2014090921	006	006	1	0
2014090921	016	011	1	0
2014090921	014	004	1	0
2014090921	014	004	1	0
2014090920	014	008	1	0
2014090920	011	015	1	0
2014090920	011	015	1	0
2014090920	004	002	1	0
2014090920	012	004	1	0
2014090920	012	004	1	0
2014090920	020	012	0	0
2014090919	019	019	1	0
2014090919	029	025	1	0
2014090919	029	025	1	0
2014090919	007	007	1	0
2014090919	015	027	1	0
2014090919	010	005	0	0
2014090919	010	005	0	0
2014090919	015	027	1	0
2014090919	019	019	0	0
2014090919	024	028	2	0
2014090919	024	028	2	0
2014090919	024	028	2	0
2014090918	023	024	0	0
2014090918	016	016	0	0
2014090918	020	006	0	0
2014090917	001	001	1	0
2014090917	022	022	0	0
2014090917	001	001	1	0
2014090917	022	022	0	0
2014090916	010	010	1	0
2014090916	010	010	1	0
2014090916	010	010	0	0
2014090916	010	010	0	0
2014090916	009	015	3	0
2014090915	003	020	1	0
2014090914	028	028	3	0
2014090914	028	028	3	0
2014090914	009	026	0	0
2014090914	010	005	8	0
2014090914	019	019	2	0
2014090914	019	019	2	0
2014090914	010	005	9	0
2014090913	008	008	8	0
2014090913	008	008	0	0
2014090907	023	009	2	0
2014090907	023	023	0	0
2014090907	023	023	0	0
2014090902	003	006	7	0
2014090900	028	028	0	0
2014090823	028	028	0	0
2014090823	009	009	2	0
2014090822	029	029	11	0
2014090822	002	010	0	0
2014090821	029	006	11	0
2014090821	023	009	0	0
2014090821	013	003	0	0
2014090821	026	029	1	0
2014090820	024	026	0	0
2014090820	003	013	0	0
2014090820	014	011	1	0
2014090820	016	016	2	0
2014090820	019	019	1	0
2014090820	019	019	1	0
2014090819	004	015	1	0
2014090819	004	015	1	0
2014090819	004	004	1	0
2014090819	004	004	0	0
2014090819	004	004	0	0
2014090819	004	004	0	0
